Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Quantity,Purchase_Date,Manufacturing_Date,Expiry_Date,Remainder_Time,Frequency,Remaining_Stock,Status,Reminder_Time
Ibuprophen,Antiseptic,Ointment,224 mg,CSL Limited,Virus,Over-the-Counter,,30,2025-09-17,2025-05-08,2027-05-08,,Weekly,10,Completed,06:00 PM
Dextrovir,Antifungal,Drops,872 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,120,2025-11-02,2025-05-08,2027-05-08,,Weekly,54,Completed,08:00 AM
Clarivir,Analgesic,Tablet,41 mg,AstraZeneca plc,Pain,Prescription,,30,2025-12-28,2025-09-07,2027-09-07,,Twice Daily,5,Completed,09:00 PM
Dextrovir,Antiviral,Injection,678 mg,CSL Limited,Wound,Prescription,,90,2026-02-01,2026-01-02,2028-01-02,,Once Daily,70,Completed,01:00 PM
Metocillin,Antipyretic,Injection,637 mg,Roche Holding AG,Fever,Over-the-Counter,,60,2026-05-21,2026-02-11,2028-02-11,,Twice Daily,3,Completed,09:00 PM
Amoxiphen,Antifungal,Injection,635 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,90,2026-04-09,2025-11-23,2027-11-23,,Weekly,90,Active,06:00 PM
Cefcillin,Antibiotic,Syrup,179 mg,Amgen Inc.,Depression,Prescription,,30,2026-01-23,2025-10-09,2027-10-09,,Weekly,16,Completed,01:00 PM
Clarimycin,Antifungal,Cream,482 mg,Novartis AG,Diabetes,Over-the-Counter,,60,2026-03-11,2025-12-29,2027-12-29,,Weekly,48,Active,01:00 PM
Dolomycin,Antidiabetic,Syrup,772 mg,Johnson & Johnson,Wound,Prescription,,120,2025-08-07,2025-06-25,2027-06-25,,Weekly,78,Active,09:00 AM
Claristatin,Antiseptic,Syrup,645 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,60,2026-01-18,2025-11-26,2027-11-26,,Once Daily,16,Active,08:00 AM
Acetoprofen,Analgesic,Syrup,785 mg,Eli Lilly and Company,Wound,Prescription,,30,2025-11-28,2025-10-13,2027-10-13,,Twice Daily,29,Completed,06:00 PM
Dolonazole,Antipyretic,Drops,213 mg,Roche Holding AG,Fever,Over-the-Counter,,30,2025-09-05,2025-06-10,2027-06-10,,Three Times Daily,1,Active,08:00 AM
Acetonazole,Antipyretic,Cream,881 mg,Sanofi S.A.,Fungus,Over-the-Counter,,30,2026-05-23,2026-01-30,2028-01-30,,Weekly,18,Active,08:00 AM
Ibupromycin,Analgesic,Tablet,315 mg,Pfizer Inc.,Fungus,Prescription,,30,2026-03-21,2026-01-23,2028-01-23,,Twice Daily,26,Active,08:00 AM
Dolostatin,Antidepressant,Drops,379 mg,AstraZeneca plc,Fungus,Over-the-Counter,,60,2026-01-09,2025-12-08,2027-12-08,,Once Daily,19,Active,09:00 PM
Metomycin,Antidepressant,Tablet,436 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,120,2026-06-13,2026-03-02,2028-03-01,,Once Daily,92,Completed,01:00 PM
Amoxistatin,Antiseptic,Cream,701 mg,Novo Nordisk A/S,Virus,Prescription,,90,2026-03-03,2025-10-24,2027-10-24,,Once Daily,60,Active,01:00 PM
Dextronazole,Antipyretic,Cream,377 mg,Johnson & Johnson,Wound,Over-the-Counter,,60,2026-02-06,2025-09-02,2027-09-02,,Three Times Daily,17,Completed,08:00 AM
Clarivir,Antifungal,Drops,655 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,30,2026-07-12,2026-03-17,2028-03-16,,Once Daily,22,Completed,06:00 PM
Cefmet,Antidepressant,Ointment,367 mg,"Merck & Co., Inc.",Pain,Prescription,,120,2025-09-24,2025-07-16,2027-07-16,,Weekly,80,Completed,09:00 AM
Dolovir,Antidiabetic,Drops,619 mg,GlaxoSmithKline plc,Diabetes,Prescription,,120,2026-05-07,2026-02-25,2028-02-25,,Three Times Daily,64,Active,08:00 AM
Dolophen,Antifungal,Tablet,739 mg,Eli Lilly and Company,Wound,Over-the-Counter,,60,2026-05-25,2026-01-03,2028-01-03,,Three Times Daily,26,Active,08:00 AM
Ibupromet,Antiseptic,Ointment,946 mg,Pfizer Inc.,Infection,Over-the-Counter,,90,2026-03-06,2025-09-21,2027-09-21,,Weekly,37,Completed,06:00 PM
Amoxicillin,Antibiotic,Injection,244 mg,Roche Holding AG,Fever,Prescription,,120,2025-09-21,2025-03-30,2027-03-30,,Weekly,118,Completed,01:00 PM
Amoxiprofen,Antibiotic,Injection,809 mg,Bristol-Myers Squibb Company,Infection,Prescription,,60,2026-04-16,2026-02-21,2028-02-21,,Twice Daily,8,Active,09:00 PM
Cefprofen,Antidepressant,Cream,128 mg,Pfizer Inc.,Wound,Over-the-Counter,,60,2026-03-07,2025-12-02,2027-12-02,,Twice Daily,12,Active,08:00 AM
Cefstatin,Antibiotic,Capsule,380 mg,Pfizer Inc.,Diabetes,Prescription,,30,2026-03-27,2026-01-08,2028-01-08,,Three Times Daily,18,Active,09:00 AM
Acetocillin,Antipyretic,Cream,128 mg,AstraZeneca plc,Depression,Over-the-Counter,,60,2026-01-29,2025-10-12,2027-10-12,,Twice Daily,50,Completed,01:00 PM
Acetostatin,Antidiabetic,Ointment,802 mg,CSL Limited,Fungus,Over-the-Counter,,30,2026-07-28,2026-04-26,2028-04-25,,Three Times Daily,5,Completed,08:00 AM
Claristatin,Antiseptic,Syrup,52 mg,Eli Lilly and Company,Pain,Over-the-Counter,,90,2025-10-06,2025-06-17,2027-06-17,,Twice Daily,21,Completed,09:00 AM
Acetonazole,Antiviral,Tablet,14 mg,Johnson & Johnson,Virus,Prescription,,60,2026-07-06,2026-05-14,2028-05-13,,Twice Daily,40,Completed,01:00 PM
Clarivir,Antidiabetic,Capsule,649 mg,Johnson & Johnson,Virus,Over-the-Counter,,120,2025-11-17,2025-09-09,2027-09-09,,Twice Daily,25,Active,09:00 AM
Dolomycin,Antifungal,Injection,903 mg,Pfizer Inc.,Depression,Over-the-Counter,,90,2025-09-13,2025-03-26,2027-03-26,,Three Times Daily,40,Completed,08:00 AM
Amoxiprofen,Antifungal,Drops,132 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,90,2026-07-15,2026-05-22,2028-05-21,,Three Times Daily,80,Completed,08:00 AM
Amoxivir,Antidepressant,Syrup,690 mg,GlaxoSmithKline plc,Fungus,Prescription,,120,2026-05-28,2026-01-22,2028-01-22,,Once Daily,59,Active,09:00 AM
Dextrostatin,Antifungal,Injection,838 mg,CSL Limited,Fever,Prescription,,90,2026-02-04,2025-09-25,2027-09-25,,Twice Daily,13,Completed,09:00 AM
Amoxiprofen,Antiviral,Injection,428 mg,Novartis AG,Pain,Prescription,,120,2026-04-25,2026-03-06,2028-03-05,,Twice Daily,87,Active,08:00 AM
Ibupronazole,Antibiotic,Inhaler,183 mg,Novartis AG,Depression,Prescription,,120,2026-06-23,2026-02-23,2028-02-23,,Weekly,33,Active,06:00 PM
Amoxistatin,Antiseptic,Cream,303 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,,60,2025-10-11,2025-09-09,2027-09-09,,Weekly,38,Active,09:00 AM
Clarivir,Antidepressant,Ointment,605 mg,Novartis AG,Diabetes,Over-the-Counter,,120,2025-12-11,2025-10-27,2027-10-27,,Once Daily,20,Completed,09:00 AM
Cefstatin,Antidiabetic,Capsule,479 mg,Amgen Inc.,Fever,Over-the-Counter,,15,2026-03-03,2025-10-14,2027-10-14,,Weekly,9,Completed,09:00 AM
Metonazole,Antidiabetic,Inhaler,502 mg,Bayer AG,Diabetes,Over-the-Counter,,90,2026-03-01,2025-11-17,2027-11-17,,Twice Daily,6,Active,06:00 PM
Metocillin,Antiseptic,Tablet,314 mg,Bayer AG,Diabetes,Over-the-Counter,,120,2026-02-19,2026-01-11,2028-01-11,,Three Times Daily,100,Completed,09:00 AM
Metocillin,Antidiabetic,Injection,125 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter,,60,2025-12-07,2025-06-17,2027-06-17,,Weekly,7,Active,08:00 AM
Amoxinazole,Antiseptic,Capsule,156 mg,Biogen Inc.,Fever,Prescription,,30,2026-03-15,2025-12-22,2027-12-22,,Once Daily,5,Completed,06:00 PM
Ibuprocillin,Antidepressant,Ointment,934 mg,Sanofi S.A.,Virus,Prescription,,15,2025-08-25,2025-05-24,2027-05-24,,Weekly,12,Active,01:00 PM
Dolomycin,Analgesic,Capsule,367 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,30,2026-05-20,2026-02-19,2028-02-19,,Twice Daily,19,Active,09:00 AM
Dextrostatin,Antipyretic,Ointment,237 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,,15,2026-03-20,2025-10-29,2027-10-29,,Once Daily,13,Completed,09:00 AM
Acetomet,Antifungal,Injection,421 mg,Sanofi S.A.,Depression,Over-the-Counter,,30,2025-09-26,2025-06-17,2027-06-17,,Weekly,2,Completed,08:00 AM
Ibupromet,Antiviral,Injection,204 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,90,2025-08-03,2025-04-14,2027-04-14,,Once Daily,50,Completed,01:00 PM
Acetophen,Antidiabetic,Injection,413 mg,Eli Lilly and Company,Wound,Over-the-Counter,,120,2026-07-29,2026-03-24,2028-03-23,,Weekly,15,Completed,01:00 PM
Dolomycin,Antipyretic,Injection,530 mg,Sanofi S.A.,Fever,Prescription,,120,2026-02-10,2025-08-21,2027-08-21,,Once Daily,28,Completed,06:00 PM
Amoxivir,Antiseptic,Inhaler,44 mg,Novo Nordisk A/S,Wound,Over-the-Counter,,90,2025-09-17,2025-04-13,2027-04-13,,Three Times Daily,63,Active,01:00 PM
Amoximet,Antiviral,Tablet,708 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,60,2025-11-01,2025-06-10,2027-06-10,,Twice Daily,33,Active,06:00 PM
Ibupronazole,Antibiotic,Inhaler,352 mg,Eli Lilly and Company,Pain,Over-the-Counter,,15,2026-05-21,2026-04-09,2028-04-08,,Once Daily,7,Completed,09:00 AM
Dextromycin,Analgesic,Ointment,296 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,,15,2026-03-22,2026-01-18,2028-01-18,,Twice Daily,12,Active,09:00 AM
Dextrophen,Antiviral,Cream,903 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,120,2026-01-22,2025-10-26,2027-10-26,,Three Times Daily,74,Completed,01:00 PM
Cefvir,Analgesic,Syrup,628 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,,15,2025-11-08,2025-09-11,2027-09-11,,Once Daily,1,Active,06:00 PM
Acetomycin,Analgesic,Ointment,785 mg,"Merck & Co., Inc.",Fever,Prescription,,30,2026-07-08,2026-03-09,2028-03-08,,Once Daily,3,Completed,09:00 AM
Dolostatin,Antiviral,Drops,797 mg,Bristol-Myers Squibb Company,Pain,Prescription,,60,2025-11-21,2025-06-18,2027-06-18,,Once Daily,32,Completed,09:00 PM
Cefphen,Antipyretic,Capsule,299 mg,CSL Limited,Fungus,Prescription,,30,2026-04-27,2026-01-28,2028-01-28,,Twice Daily,4,Completed,09:00 PM
Dextronazole,Antipyretic,Cream,730 mg,AstraZeneca plc,Fever,Prescription,,90,2026-05-10,2026-03-19,2028-03-18,,Weekly,79,Active,09:00 AM
Dolomycin,Antidiabetic,Inhaler,332 mg,Amgen Inc.,Fungus,Prescription,,120,2025-08-19,2025-05-02,2027-05-02,,Twice Daily,16,Completed,09:00 PM
Dextronazole,Antiviral,Ointment,405 mg,CSL Limited,Wound,Prescription,,30,2026-07-02,2026-01-18,2028-01-18,,Twice Daily,6,Completed,09:00 AM
Dolophen,Analgesic,Cream,577 mg,Biogen Inc.,Fungus,Over-the-Counter,,15,2025-12-15,2025-07-29,2027-07-29,,Once Daily,9,Completed,09:00 PM
Acetocillin,Antidepressant,Drops,890 mg,Johnson & Johnson,Pain,Over-the-Counter,,120,2025-08-17,2025-03-12,2027-03-12,,Three Times Daily,25,Completed,06:00 PM
Metonazole,Antidepressant,Cream,48 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,,15,2026-05-27,2025-12-16,2027-12-16,,Weekly,4,Completed,09:00 PM
Dextrophen,Antibiotic,Ointment,493 mg,GlaxoSmithKline plc,Fungus,Prescription,,30,2026-03-26,2026-02-05,2028-02-05,,Weekly,9,Active,01:00 PM
Amoximet,Antifungal,Drops,807 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription,,15,2025-09-18,2025-04-11,2027-04-11,,Once Daily,3,Completed,09:00 AM
Acetophen,Antidepressant,Capsule,114 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,90,2026-06-27,2026-03-14,2028-03-13,,Three Times Daily,51,Completed,01:00 PM
Cefphen,Antidiabetic,Capsule,210 mg,Amgen Inc.,Diabetes,Over-the-Counter,,15,2025-12-14,2025-06-27,2027-06-27,,Once Daily,8,Completed,01:00 PM
Cefcillin,Antidiabetic,Inhaler,497 mg,Roche Holding AG,Diabetes,Over-the-Counter,,90,2025-09-19,2025-06-27,2027-06-27,,Weekly,30,Completed,09:00 AM
Dextrocillin,Analgesic,Capsule,782 mg,Biogen Inc.,Fungus,Prescription,,60,2025-11-12,2025-07-05,2027-07-05,,Once Daily,20,Completed,06:00 PM
Dolovir,Analgesic,Syrup,338 mg,"Gilead Sciences, Inc.",Depression,Prescription,,120,2026-07-07,2026-01-31,2028-01-31,,Three Times Daily,56,Completed,01:00 PM
Acetovir,Antibiotic,Drops,515 mg,Novartis AG,Depression,Over-the-Counter,,60,2025-08-13,2025-02-25,2027-02-25,,Three Times Daily,40,Completed,01:00 PM
Clarivir,Analgesic,Drops,330 mg,Roche Holding AG,Virus,Prescription,,30,2025-11-03,2025-08-13,2027-08-13,,Twice Daily,20,Active,09:00 PM
Amoxiphen,Antidiabetic,Tablet,714 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,120,2026-05-16,2026-04-08,2028-04-07,,Twice Daily,119,Completed,09:00 AM
Amoxicillin,Analgesic,Cream,276 mg,Pfizer Inc.,Wound,Prescription,,90,2026-01-16,2025-10-01,2027-10-01,,Weekly,1,Active,09:00 PM
Clarivir,Antifungal,Capsule,946 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,30,2025-08-19,2025-04-15,2027-04-15,,Twice Daily,29,Active,01:00 PM
Metoprofen,Antibiotic,Injection,982 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,90,2026-08-02,2026-02-22,2028-02-22,,Twice Daily,86,Completed,08:00 AM
Acetoprofen,Antiseptic,Injection,342 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter,,120,2026-05-23,2026-03-01,2028-02-29,,Once Daily,37,Completed,06:00 PM
Acetocillin,Antibiotic,Syrup,297 mg,Bayer AG,Wound,Over-the-Counter,,60,2025-09-02,2025-05-03,2027-05-03,,Once Daily,46,Active,08:00 AM
Clarimet,Antiseptic,Tablet,970 mg,Biogen Inc.,Diabetes,Over-the-Counter,,90,2026-05-31,2026-03-22,2028-03-21,,Twice Daily,1,Completed,06:00 PM
Acetomet,Analgesic,Capsule,76 mg,Pfizer Inc.,Wound,Over-the-Counter,,15,2025-09-06,2025-05-30,2027-05-30,,Weekly,1,Completed,09:00 PM
Dextromet,Analgesic,Cream,380 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,60,2026-01-22,2025-09-04,2027-09-04,,Once Daily,40,Active,09:00 PM
Dolocillin,Analgesic,Drops,880 mg,Novartis AG,Fever,Over-the-Counter,,15,2025-11-17,2025-08-21,2027-08-21,,Once Daily,11,Active,09:00 PM
Ibuprostatin,Antibiotic,Tablet,670 mg,Roche Holding AG,Pain,Prescription,,15,2025-09-08,2025-07-06,2027-07-06,,Once Daily,14,Active,06:00 PM
Doloprofen,Antibiotic,Capsule,119 mg,Bayer AG,Diabetes,Prescription,,60,2025-12-27,2025-09-20,2027-09-20,,Three Times Daily,2,Completed,01:00 PM
Amoxiprofen,Antiseptic,Syrup,163 mg,"Merck & Co., Inc.",Diabetes,Prescription,,30,2026-05-21,2026-02-10,2028-02-10,,Three Times Daily,19,Active,09:00 PM
Acetoprofen,Antiseptic,Drops,740 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,,90,2026-07-15,2026-05-18,2028-05-17,,Three Times Daily,38,Active,09:00 PM
Metomycin,Antipyretic,Ointment,178 mg,Sanofi S.A.,Virus,Over-the-Counter,,90,2026-06-14,2026-03-19,2028-03-18,,Twice Daily,24,Completed,01:00 PM
Amoxinazole,Antidepressant,Drops,269 mg,Amgen Inc.,Virus,Over-the-Counter,,15,2026-03-02,2025-09-25,2027-09-25,,Twice Daily,1,Completed,08:00 AM
Clariprofen,Analgesic,Tablet,161 mg,GlaxoSmithKline plc,Depression,Over-the-Counter,,15,2025-10-04,2025-06-03,2027-06-03,,Three Times Daily,11,Active,06:00 PM
Dolocillin,Antidiabetic,Inhaler,912 mg,Amgen Inc.,Infection,Over-the-Counter,,30,2026-04-28,2025-11-12,2027-11-12,,Three Times Daily,7,Completed,06:00 PM
Dextrocillin,Analgesic,Injection,961 mg,Biogen Inc.,Depression,Over-the-Counter,,60,2025-10-04,2025-09-02,2027-09-02,,Weekly,35,Completed,06:00 PM
Amoxistatin,Antiseptic,Ointment,39 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,,90,2026-05-06,2026-02-27,2028-02-27,,Weekly,59,Active,09:00 PM
Amoxiphen,Antiviral,Drops,445 mg,"Merck & Co., Inc.",Fever,Prescription,,15,2026-02-15,2025-09-08,2027-09-08,,Three Times Daily,9,Completed,08:00 AM
Dextrocillin,Antifungal,Drops,393 mg,Johnson & Johnson,Fever,Over-the-Counter,,30,2026-01-15,2025-09-03,2027-09-03,,Twice Daily,4,Completed,09:00 PM
Acetonazole,Antipyretic,Injection,945 mg,Amgen Inc.,Infection,Prescription,,60,2026-05-28,2026-01-20,2028-01-20,,Once Daily,58,Completed,01:00 PM
Amoximet,Antiviral,Capsule,191 mg,Amgen Inc.,Diabetes,Prescription,,120,2025-10-19,2025-07-24,2027-07-24,,Three Times Daily,66,Active,06:00 PM
Amoximet,Antibiotic,Ointment,938 mg,Bristol-Myers Squibb Company,Infection,Prescription,,15,2026-03-25,2026-01-28,2028-01-28,,Once Daily,14,Completed,08:00 AM
Acetonazole,Antiviral,Inhaler,720 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,30,2026-05-16,2025-12-05,2027-12-05,,Weekly,10,Active,09:00 PM
Amoxicillin,Antidepressant,Cream,834 mg,CSL Limited,Fungus,Over-the-Counter,,60,2026-04-07,2025-12-21,2027-12-21,,Once Daily,59,Completed,01:00 PM
Dextromycin,Antiviral,Cream,243 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter,,120,2026-02-03,2025-12-22,2027-12-22,,Weekly,106,Active,09:00 AM
Claricillin,Antidepressant,Tablet,878 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,120,2026-02-07,2025-11-15,2027-11-15,,Weekly,84,Active,08:00 AM
Ibuproprofen,Antidepressant,Drops,96 mg,Biogen Inc.,Depression,Prescription,,30,2026-01-23,2025-11-23,2027-11-23,,Twice Daily,22,Completed,06:00 PM
Amoxivir,Analgesic,Injection,410 mg,Pfizer Inc.,Virus,Prescription,,15,2026-01-03,2025-09-08,2027-09-08,,Weekly,15,Active,09:00 PM
Dolostatin,Antiviral,Drops,944 mg,Roche Holding AG,Virus,Prescription,,120,2026-01-16,2025-12-07,2027-12-07,,Weekly,54,Active,09:00 PM
Dolovir,Antiseptic,Tablet,400 mg,AstraZeneca plc,Pain,Prescription,,30,2025-10-29,2025-06-26,2027-06-26,,Weekly,1,Active,09:00 AM
Cefprofen,Antidepressant,Syrup,267 mg,Sanofi S.A.,Virus,Prescription,,90,2026-05-29,2025-12-08,2027-12-08,,Three Times Daily,78,Completed,01:00 PM
Acetostatin,Antidiabetic,Injection,993 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,,90,2025-10-08,2025-07-30,2027-07-30,,Twice Daily,87,Active,08:00 AM
Acetovir,Analgesic,Tablet,919 mg,Novo Nordisk A/S,Depression,Prescription,,90,2026-07-17,2026-05-29,2028-05-28,,Three Times Daily,73,Completed,09:00 PM
Acetomycin,Antibiotic,Injection,751 mg,CSL Limited,Fever,Prescription,,30,2026-01-26,2025-09-14,2027-09-14,,Weekly,21,Active,09:00 PM
Cefmycin,Antiseptic,Cream,707 mg,Amgen Inc.,Fungus,Prescription,,15,2026-03-09,2025-12-19,2027-12-19,,Weekly,1,Completed,09:00 AM
Clarinazole,Antibiotic,Injection,530 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,,90,2026-02-07,2025-11-09,2027-11-09,,Twice Daily,70,Active,08:00 AM
Metocillin,Antiseptic,Capsule,953 mg,GlaxoSmithKline plc,Infection,Over-the-Counter,,15,2025-09-06,2025-03-13,2027-03-13,,Once Daily,4,Active,08:00 AM
Acetomycin,Antipyretic,Ointment,760 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,,30,2026-07-04,2026-04-11,2028-04-10,,Twice Daily,26,Completed,09:00 AM
Metonazole,Antidepressant,Tablet,942 mg,Boehringer Ingelheim GmbH,Depression,Prescription,,90,2026-06-02,2026-03-11,2028-03-10,,Once Daily,63,Active,08:00 AM
Cefstatin,Antiseptic,Injection,495 mg,Eli Lilly and Company,Virus,Prescription,,120,2025-12-06,2025-10-24,2027-10-24,,Three Times Daily,112,Active,09:00 PM
Ibupromycin,Antiviral,Cream,103 mg,AstraZeneca plc,Fever,Over-the-Counter,,120,2026-01-25,2025-10-28,2027-10-28,,Weekly,86,Completed,08:00 AM
Clariprofen,Antipyretic,Tablet,628 mg,Novartis AG,Fever,Prescription,,90,2026-05-10,2026-02-04,2028-02-04,,Twice Daily,84,Completed,01:00 PM
Dextromet,Antifungal,Syrup,458 mg,Johnson & Johnson,Fungus,Prescription,,90,2026-05-16,2026-03-05,2028-03-04,,Once Daily,42,Completed,01:00 PM
Cefstatin,Antiseptic,Injection,562 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,30,2025-12-30,2025-11-01,2027-11-01,,Once Daily,3,Active,09:00 AM
Metoprofen,Analgesic,Capsule,510 mg,Pfizer Inc.,Wound,Over-the-Counter,,120,2026-07-20,2026-02-13,2028-02-13,,Three Times Daily,12,Active,09:00 PM
Ibuproprofen,Antidepressant,Ointment,139 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,,90,2026-04-04,2026-01-12,2028-01-12,,Weekly,38,Active,08:00 AM
Cefnazole,Analgesic,Tablet,993 mg,"Gilead Sciences, Inc.",Diabetes,Prescription,,30,2026-08-01,2026-05-30,2028-05-29,,Three Times Daily,29,Active,06:00 PM
Acetophen,Antidiabetic,Inhaler,149 mg,Novartis AG,Depression,Over-the-Counter,,15,2026-01-11,2025-10-20,2027-10-20,,Weekly,10,Active,06:00 PM
Clarivir,Antidiabetic,Cream,67 mg,CSL Limited,Fungus,Over-the-Counter,,15,2026-03-07,2025-11-22,2027-11-22,,Weekly,11,Completed,06:00 PM
Dolomet,Analgesic,Cream,593 mg,Novartis AG,Wound,Prescription,,30,2025-09-13,2025-05-06,2027-05-06,,Weekly,8,Active,06:00 PM
Cefphen,Antibiotic,Capsule,938 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,,120,2025-10-26,2025-08-08,2027-08-08,,Weekly,30,Completed,06:00 PM
Ibupronazole,Antiviral,Cream,885 mg,Bayer AG,Infection,Over-the-Counter,,30,2025-12-16,2025-10-14,2027-10-14,,Once Daily,29,Completed,09:00 AM
Metovir,Antipyretic,Tablet,689 mg,AstraZeneca plc,Depression,Over-the-Counter,,60,2026-03-26,2025-10-15,2027-10-15,,Three Times Daily,56,Active,09:00 PM
Doloprofen,Antidepressant,Tablet,267 mg,AstraZeneca plc,Pain,Over-the-Counter,,15,2025-08-08,2025-05-31,2027-05-31,,Three Times Daily,14,Completed,09:00 PM
Amoxinazole,Analgesic,Syrup,640 mg,Amgen Inc.,Fever,Prescription,,60,2025-08-10,2025-05-27,2027-05-27,,Once Daily,21,Completed,06:00 PM
Metocillin,Analgesic,Injection,894 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,30,2025-12-23,2025-09-01,2027-09-01,,Three Times Daily,18,Active,06:00 PM
Clariprofen,Antidiabetic,Tablet,944 mg,Biogen Inc.,Fever,Over-the-Counter,,15,2025-10-31,2025-09-05,2027-09-05,,Weekly,5,Active,08:00 AM
Cefcillin,Antibiotic,Inhaler,430 mg,Novo Nordisk A/S,Infection,Prescription,,15,2026-06-25,2026-01-08,2028-01-08,,Three Times Daily,13,Completed,08:00 AM
Clarimet,Analgesic,Cream,109 mg,Pfizer Inc.,Fever,Prescription,,120,2025-09-09,2025-07-11,2027-07-11,,Three Times Daily,18,Active,08:00 AM
Clariphen,Antiseptic,Injection,757 mg,Pfizer Inc.,Depression,Prescription,,15,2025-09-21,2025-05-25,2027-05-25,,Three Times Daily,5,Active,08:00 AM
Dolonazole,Antibiotic,Syrup,616 mg,Pfizer Inc.,Virus,Over-the-Counter,,90,2026-05-04,2026-02-11,2028-02-11,,Weekly,64,Completed,06:00 PM
Acetophen,Antifungal,Ointment,110 mg,"Gilead Sciences, Inc.",Virus,Prescription,,30,2025-08-26,2025-04-17,2027-04-17,,Weekly,12,Active,09:00 PM
Metostatin,Antibiotic,Injection,347 mg,Amgen Inc.,Depression,Prescription,,60,2026-02-09,2025-11-10,2027-11-10,,Once Daily,51,Active,06:00 PM
Acetovir,Antidiabetic,Capsule,192 mg,Sanofi S.A.,Fever,Prescription,,90,2026-06-06,2025-12-29,2027-12-29,,Weekly,43,Active,06:00 PM
Ibuprocillin,Antidepressant,Ointment,723 mg,Amgen Inc.,Fever,Over-the-Counter,,90,2026-02-26,2025-09-02,2027-09-02,,Weekly,77,Completed,06:00 PM
Acetomycin,Antipyretic,Inhaler,86 mg,Sanofi S.A.,Infection,Over-the-Counter,,15,2025-08-22,2025-07-13,2027-07-13,,Weekly,8,Active,09:00 AM
Cefvir,Antibiotic,Cream,640 mg,AstraZeneca plc,Virus,Over-the-Counter,,90,2025-12-11,2025-08-27,2027-08-27,,Once Daily,18,Active,01:00 PM
Amoxivir,Antidiabetic,Inhaler,134 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,,120,2026-05-23,2025-11-24,2027-11-24,,Three Times Daily,43,Active,06:00 PM
Acetocillin,Antidiabetic,Syrup,495 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,,120,2025-09-17,2025-07-15,2027-07-15,,Three Times Daily,51,Active,09:00 PM
Cefprofen,Antiviral,Capsule,119 mg,Novo Nordisk A/S,Wound,Over-the-Counter,,60,2026-07-21,2026-06-12,2028-06-11,,Weekly,60,Active,06:00 PM
Dolophen,Antifungal,Inhaler,443 mg,Roche Holding AG,Pain,Prescription,,30,2025-09-27,2025-08-26,2027-08-26,,Weekly,18,Completed,09:00 PM
Ibupromycin,Antidepressant,Capsule,228 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter,,60,2026-02-16,2025-09-21,2027-09-21,,Weekly,35,Completed,09:00 AM
